"GENDER" "RACE" "WKSESL" "C1GMOTOR" "C1FMOTOR" "T1INTERN" "T1EXTERN" "T1INTERP" "T1CONTRO" "P1FIRKDG" "AGEBASELINE" "score" "time" "CHILDID"
"97015" "male" "white, non-Hispanic" -0.1 8 6 2.5 1 4 4 1 75 1.31 9.74679434480896 "238"
"11393" "female" "white, non-Hispanic" -0.39 5 8 1.25 1 3.6 3.75 1 74 0.57 0 "239"
"32802" "female" "white, non-Hispanic" -0.39 5 8 1.25 1 3.6 3.75 1 74 0.79 3.46410161513775 "239"
"54211" "female" "white, non-Hispanic" -0.39 5 8 1.25 1 3.6 3.75 1 74 1.09 6 "239"
"75620" "female" "white, non-Hispanic" -0.39 5 8 1.25 1 3.6 3.75 1 74 1.1 7.61577310586391 "239"
"97029" "female" "white, non-Hispanic" -0.39 5 8 1.25 1 3.6 3.75 1 74 1.36 9.74679434480896 "239"
"11431" "female" "white, non-Hispanic" 0.14 6 6 1.25 2 2.4 2.25 1 68 -1.38 0 "240"
"32840" "female" "white, non-Hispanic" 0.14 6 6 1.25 2 2.4 2.25 1 68 -0.03 3.60555127546399 "240"
"54249" "female" "white, non-Hispanic" 0.14 6 6 1.25 2 2.4 2.25 1 68 0.77 6.08276253029822 "240"
"75658" "female" "white, non-Hispanic" 0.14 6 6 1.25 2 2.4 2.25 1 68 1.14 7.81024967590665 "240"
"97067" "female" "white, non-Hispanic" 0.14 6 6 1.25 2 2.4 2.25 1 68 1.41 9.8488578017961 "240"
"11485" "female" "white, non-Hispanic" 0.49 6 0 1.75 1.5 2.2 2.75 1 68 -1.01 0 "241"
"32894" "female" "white, non-Hispanic" 0.49 6 0 1.75 1.5 2.2 2.75 1 68 -0.25 3.46410161513775 "241"
"54303" "female" "white, non-Hispanic" 0.49 6 0 1.75 1.5 2.2 2.75 1 68 0.8 6 "241"
"75712" "female" "white, non-Hispanic" 0.49 6 0 1.75 1.5 2.2 2.75 1 68 1.11 7.74596669241483 "241"
"97121" "female" "white, non-Hispanic" 0.49 6 0 1.75 1.5 2.2 2.75 1 68 1.34 9.74679434480896 "241"
"11684" "female" "white, non-Hispanic" -0.43 8 5 2 1.8 2.2 2.5 2 80 -1.07 0 "242"
"33093" "female" "white, non-Hispanic" -0.43 8 5 2 1.8 2.2 2.5 2 80 -0.23 3.60555127546399 "242"
"54502" "female" "white, non-Hispanic" -0.43 8 5 2 1.8 2.2 2.5 2 80 0.39 6.08276253029822 "242"
"75911" "female" "white, non-Hispanic" -0.43 8 5 2 1.8 2.2 2.5 2 80 0.79 7.81024967590665 "242"
"97320" "female" "white, non-Hispanic" -0.43 8 5 2 1.8 2.2 2.5 2 80 0.92 9.74679434480896 "242"
"11756" "female" "white, non-Hispanic" 0.21 7 4 1.25 1.8 3.8 3.25 1 71 -0.54 0 "243"
"33165" "female" "white, non-Hispanic" 0.21 7 4 1.25 1.8 3.8 3.25 1 71 0.02 3.3166247903554 "243"
"54574" "female" "white, non-Hispanic" 0.21 7 4 1.25 1.8 3.8 3.25 1 71 1.18 6 "243"
"75983" "female" "white, non-Hispanic" 0.21 7 4 1.25 1.8 3.8 3.25 1 71 1.36 7.61577310586391 "243"
"97392" "female" "white, non-Hispanic" 0.21 7 4 1.25 1.8 3.8 3.25 1 71 1.49 9.69535971483266 "243"
"11786" "male" "white, non-Hispanic" -0.23 8 6 1 1 3.8 3.75 1 73 -0.33 0 "244"
"33195" "male" "white, non-Hispanic" -0.23 8 6 1 1 3.8 3.75 1 73 0.35 3.3166247903554 "244"
"54604" "male" "white, non-Hispanic" -0.23 8 6 1 1 3.8 3.75 1 73 0.87 5.91607978309962 "244"
"76013" "male" "white, non-Hispanic" -0.23 8 6 1 1 3.8 3.75 1 73 1.14 7.61577310586391 "244"
"97422" "male" "white, non-Hispanic" -0.23 8 6 1 1 3.8 3.75 1 73 1.03 9.69535971483266 "244"
"11890" "female" "white, non-Hispanic" -0.32 5 5 1.25 2.2 2.6 3 1 79 -1 0 "245"
"33299" "female" "white, non-Hispanic" -0.32 5 5 1.25 2.2 2.6 3 1 79 -0.14 3.46410161513775 "245"
"54708" "female" "white, non-Hispanic" -0.32 5 5 1.25 2.2 2.6 3 1 79 0.82 6 "245"
"76117" "female" "white, non-Hispanic" -0.32 5 5 1.25 2.2 2.6 3 1 79 0.94 7.61577310586391 "245"
"97526" "female" "white, non-Hispanic" -0.32 5 5 1.25 2.2 2.6 3 1 79 0.53 9.69535971483266 "245"
"11920" "male" "white, non-Hispanic" 1.41 6 6 1.5 1.2 3 3.5 1 77 -0.44 0 "246"
"33329" "male" "white, non-Hispanic" 1.41 6 6 1.5 1.2 3 3.5 1 77 0.2 3.60555127546399 "246"
"54738" "male" "white, non-Hispanic" 1.41 6 6 1.5 1.2 3 3.5 1 77 1 6 "246"
"76147" "male" "white, non-Hispanic" 1.41 6 6 1.5 1.2 3 3.5 1 77 1.13 7.68114574786861 "246"
"97556" "male" "white, non-Hispanic" 1.41 6 6 1.5 1.2 3 3.5 1 77 1.71 9.79795897113271 "246"
"12023" "male" "other" -1.18 8 3 2.75 3.4 2 2.25 1 81 -1.14 0 "247"
"33432" "male" "other" -1.18 8 3 2.75 3.4 2 2.25 1 81 -0.66 3.3166247903554 "247"
"54841" "male" "other" -1.18 8 3 2.75 3.4 2 2.25 1 81 -0.13 5.91607978309962 "247"
"76250" "male" "other" -1.18 8 3 2.75 3.4 2 2.25 1 81 0.4 7.61577310586391 "247"
"97659" "male" "other" -1.18 8 3 2.75 3.4 2 2.25 1 81 0.49 9.74679434480896 "247"
"12053" "female" "black or African American non-Hispanic" -0.85 6 8 2 2.25 3.25 2.75 2 76 -0.96 0 "248"
"33462" "female" "black or African American non-Hispanic" -0.85 6 8 2 2.25 3.25 2.75 2 76 0.14 3.46410161513775 "248"
"54871" "female" "black or African American non-Hispanic" -0.85 6 8 2 2.25 3.25 2.75 2 76 0.62 6 "248"
"76280" "female" "black or African American non-Hispanic" -0.85 6 8 2 2.25 3.25 2.75 2 76 1 7.61577310586391 "248"
"97689" "female" "black or African American non-Hispanic" -0.85 6 8 2 2.25 3.25 2.75 2 76 0.98 9.79795897113271 "248"
"12104" "male" "white, non-Hispanic" 0.96 8 7 1 1 4 3.5 1 78 0 0 "249"
"33513" "male" "white, non-Hispanic" 0.96 8 7 1 1 4 3.5 1 78 0.62 3.46410161513775 "249"
"54922" "male" "white, non-Hispanic" 0.96 8 7 1 1 4 3.5 1 78 1.16 6.08276253029822 "249"
"76331" "male" "white, non-Hispanic" 0.96 8 7 1 1 4 3.5 1 78 1.6 7.68114574786861 "249"
"97740" "male" "white, non-Hispanic" 0.96 8 7 1 1 4 3.5 1 78 1.9 9.79795897113271 "249"
"12110" "male" "white, non-Hispanic" 0.89 7 6 1.75 3.6 1.6 2 1 78 -0.04 0 "250"
"33519" "male" "white, non-Hispanic" 0.89 7 6 1.75 3.6 1.6 2 1 78 0.36 3.46410161513775 "250"
"54928" "male" "white, non-Hispanic" 0.89 7 6 1.75 3.6 1.6 2 1 78 1.13 6.08276253029822 "250"
"76337" "male" "white, non-Hispanic" 0.89 7 6 1.75 3.6 1.6 2 1 78 1.37 7.74596669241483 "250"
"97746" "male" "white, non-Hispanic" 0.89 7 6 1.75 3.6 1.6 2 1 78 1.61 9.79795897113271 "250"
"12180" "male" "white, non-Hispanic" -0.39 1 3 1.25 1.6 4 3.5 1 75 -0.84 0 "251"
"33589" "male" "white, non-Hispanic" -0.39 1 3 1.25 1.6 4 3.5 1 75 0.41 3.46410161513775 "251"
"54998" "male" "white, non-Hispanic" -0.39 1 3 1.25 1.6 4 3.5 1 75 0.64 5.91607978309962 "251"
"76407" "male" "white, non-Hispanic" -0.39 1 3 1.25 1.6 4 3.5 1 75 1.03 7.74596669241483 "251"
"97816" "male" "white, non-Hispanic" -0.39 1 3 1.25 1.6 4 3.5 1 75 1.31 9.74679434480896 "251"
"12196" "male" "black or African American non-Hispanic" -0.2 8 6 1 2 2.4 2.5 1 70 -1.26 0 "252"
"33605" "male" "black or African American non-Hispanic" -0.2 8 6 1 2 2.4 2.5 1 70 -0.31 3.46410161513775 "252"
"55014" "male" "black or African American non-Hispanic" -0.2 8 6 1 2 2.4 2.5 1 70 0.6 5.91607978309962 "252"
"76423" "male" "black or African American non-Hispanic" -0.2 8 6 1 2 2.4 2.5 1 70 0.8 7.74596669241483 "252"
"97832" "male" "black or African American non-Hispanic" -0.2 8 6 1 2 2.4 2.5 1 70 1.28 9.74679434480896 "252"
"12218" "female" "white, non-Hispanic" -0.45 8 8 1.5 2.2 2.75 3 1 79 -0.93 0 "253"
"33627" "female" "white, non-Hispanic" -0.45 8 8 1.5 2.2 2.75 3 1 79 -0.02 3.46410161513775 "253"
"55036" "female" "white, non-Hispanic" -0.45 8 8 1.5 2.2 2.75 3 1 79 0.71 6.16441400296898 "253"
"76445" "female" "white, non-Hispanic" -0.45 8 8 1.5 2.2 2.75 3 1 79 0.98 7.68114574786861 "253"
"97854" "female" "white, non-Hispanic" -0.45 8 8 1.5 2.2 2.75 3 1 79 0.44 9.74679434480896 "253"
"12278" "male" "other" -0.65 8 9 1.25 1.8 3.6 3.5 1 75 0.01 0 "254"
"33687" "male" "other" -0.65 8 9 1.25 1.8 3.6 3.5 1 75 0.79 3.46410161513775 "254"
"55096" "male" "other" -0.65 8 9 1.25 1.8 3.6 3.5 1 75 1.17 6 "254"
"76505" "male" "other" -0.65 8 9 1.25 1.8 3.6 3.5 1 75 1.31 7.74596669241483 "254"
"97914" "male" "other" -0.65 8 9 1.25 1.8 3.6 3.5 1 75 1.67 9.79795897113271 "254"
"12332" "female" "white, non-Hispanic" -0.53 8 4 2.5 3.6 1.2 1.5 2 85 -0.53 0 "255"
"33741" "female" "white, non-Hispanic" -0.53 8 4 2.5 3.6 1.2 1.5 2 85 0.12 3.60555127546399 "255"
"55150" "female" "white, non-Hispanic" -0.53 8 4 2.5 3.6 1.2 1.5 2 85 0.58 6 "255"
"76559" "female" "white, non-Hispanic" -0.53 8 4 2.5 3.6 1.2 1.5 2 85 0.64 7.74596669241483 "255"
"97968" "female" "white, non-Hispanic" -0.53 8 4 2.5 3.6 1.2 1.5 2 85 1.12 9.79795897113271 "255"
"12363" "male" "white, non-Hispanic" 0.41 8 8 1.25 1.8 2.6 2.5 1 71 0.59 0 "256"
"33772" "male" "white, non-Hispanic" 0.41 8 8 1.25 1.8 2.6 2.5 1 71 0.92 3.46410161513775 "256"
"55181" "male" "white, non-Hispanic" 0.41 8 8 1.25 1.8 2.6 2.5 1 71 1.21 6.08276253029822 "256"
"76590" "male" "white, non-Hispanic" 0.41 8 8 1.25 1.8 2.6 2.5 1 71 1.65 7.81024967590665 "256"
"97999" "male" "white, non-Hispanic" 0.41 8 8 1.25 1.8 2.6 2.5 1 71 1.55 9.74679434480896 "256"
"12609" "male" "white, non-Hispanic" -0.59 8 5 1.75 2.6 2 2 2 80 -0.68 0 "257"
"34018" "male" "white, non-Hispanic" -0.59 8 5 1.75 2.6 2 2 2 80 -0.31 3.60555127546399 "257"
"55427" "male" "white, non-Hispanic" -0.59 8 5 1.75 2.6 2 2 2 80 0.71 6.08276253029822 "257"
"76836" "male" "white, non-Hispanic" -0.59 8 5 1.75 2.6 2 2 2 80 0.83 7.74596669241483 "257"
"98245" "male" "white, non-Hispanic" -0.59 8 5 1.75 2.6 2 2 2 80 0.76 9.79795897113271 "257"
"12710" "female" "white, non-Hispanic" 0.06 5 5 1 1 3.75 3.75 1 71 -0.89 0 "258"
"34119" "female" "white, non-Hispanic" 0.06 5 5 1 1 3.75 3.75 1 71 0.03 3.46410161513775 "258"
"55528" "female" "white, non-Hispanic" 0.06 5 5 1 1 3.75 3.75 1 71 1 5.91607978309962 "258"
"76937" "female" "white, non-Hispanic" 0.06 5 5 1 1 3.75 3.75 1 71 0.91 7.68114574786861 "258"
"98346" "female" "white, non-Hispanic" 0.06 5 5 1 1 3.75 3.75 1 71 1.17 9.69535971483266 "258"
"12748" "female" "black or African American non-Hispanic" 0.61 8 3 2 1.8 3 2.75 1 70 -0.5 0 "259"
"34157" "female" "black or African American non-Hispanic" 0.61 8 3 2 1.8 3 2.75 1 70 0.44 3.3166247903554 "259"
"55566" "female" "black or African American non-Hispanic" 0.61 8 3 2 1.8 3 2.75 1 70 1.01 6 "259"
"76975" "female" "black or African American non-Hispanic" 0.61 8 3 2 1.8 3 2.75 1 70 0.88 7.74596669241483 "259"
"98384" "female" "black or African American non-Hispanic" 0.61 8 3 2 1.8 3 2.75 1 70 1 9.74679434480896 "259"
"12781" "female" "black or African American non-Hispanic" -0.69 6 1 1.75 1.8 3.8 2.75 1 75 -1.05 0 "260"
"34190" "female" "black or African American non-Hispanic" -0.69 6 1 1.75 1.8 3.8 2.75 1 75 0.01 3.46410161513775 "260"
"55599" "female" "black or African American non-Hispanic" -0.69 6 1 1.75 1.8 3.8 2.75 1 75 0.83 6 "260"
"77008" "female" "black or African American non-Hispanic" -0.69 6 1 1.75 1.8 3.8 2.75 1 75 0.91 7.68114574786861 "260"
"98417" "female" "black or African American non-Hispanic" -0.69 6 1 1.75 1.8 3.8 2.75 1 75 1.03 9.74679434480896 "260"
"12809" "male" "black or African American non-Hispanic" -0.77 8 7 2 4 1.8 1.75 1 68 -0.34 0 "261"
"34218" "male" "black or African American non-Hispanic" -0.77 8 7 2 4 1.8 1.75 1 68 0.25 3.46410161513775 "261"
"55627" "male" "black or African American non-Hispanic" -0.77 8 7 2 4 1.8 1.75 1 68 1 6 "261"
"77036" "male" "black or African American non-Hispanic" -0.77 8 7 2 4 1.8 1.75 1 68 1.01 7.74596669241483 "261"
"98445" "male" "black or African American non-Hispanic" -0.77 8 7 2 4 1.8 1.75 1 68 1.28 9.8488578017961 "261"
"13037" "male" "white, non-Hispanic" 0.32 6 5 1 1 4 3.25 1 67 -0.64 0 "262"
"34446" "male" "white, non-Hispanic" 0.32 6 5 1 1 4 3.25 1 67 0.57 3.60555127546399 "262"
"55855" "male" "white, non-Hispanic" 0.32 6 5 1 1 4 3.25 1 67 1.07 6 "262"
"77264" "male" "white, non-Hispanic" 0.32 6 5 1 1 4 3.25 1 67 1.2 7.68114574786861 "262"
"98673" "male" "white, non-Hispanic" 0.32 6 5 1 1 4 3.25 1 67 1.47 9.74679434480896 "262"
"13279" "male" "white, non-Hispanic" 1.34 5 5 1 2 2.4 2.25 1 70 -0.34 0 "263"
"34688" "male" "white, non-Hispanic" 1.34 5 5 1 2 2.4 2.25 1 70 0.66 3.46410161513775 "263"
"56097" "male" "white, non-Hispanic" 1.34 5 5 1 2 2.4 2.25 1 70 1.23 6 "263"
"77506" "male" "white, non-Hispanic" 1.34 5 5 1 2 2.4 2.25 1 70 1.4 7.61577310586391 "263"
"98915" "male" "white, non-Hispanic" 1.34 5 5 1 2 2.4 2.25 1 70 1.87 9.69535971483266 "263"
"13336" "female" "white, non-Hispanic" -0.87 8 3 1.5 1.4 3.2 3 1 75 -0.42 0 "264"
"34745" "female" "white, non-Hispanic" -0.87 8 3 1.5 1.4 3.2 3 1 75 0.03 3.60555127546399 "264"
"56154" "female" "white, non-Hispanic" -0.87 8 3 1.5 1.4 3.2 3 1 75 0.77 6.08276253029822 "264"
"77563" "female" "white, non-Hispanic" -0.87 8 3 1.5 1.4 3.2 3 1 75 0.99 7.81024967590665 "264"
"98972" "female" "white, non-Hispanic" -0.87 8 3 1.5 1.4 3.2 3 1 75 0.72 9.8488578017961 "264"
"13398" "male" "white, non-Hispanic" 1.45 8 9 1.75 1.8 3 3 2 79 -0.19 0 "265"
"34807" "male" "white, non-Hispanic" 1.45 8 9 1.75 1.8 3 3 2 79 0.57 3.46410161513775 "265"
"56216" "male" "white, non-Hispanic" 1.45 8 9 1.75 1.8 3 3 2 79 1.26 6 "265"
"77625" "male" "white, non-Hispanic" 1.45 8 9 1.75 1.8 3 3 2 79 1.43 7.68114574786861 "265"
"99034" "male" "white, non-Hispanic" 1.45 8 9 1.75 1.8 3 3 2 79 1.96 9.8488578017961 "265"
"13464" "male" "Hispanic" -0.85 6 7 2.5 1.6 2.4 2.5 1 68 -0.39 0 "266"
"34873" "male" "Hispanic" -0.85 6 7 2.5 1.6 2.4 2.5 1 68 0.08 3.46410161513775 "266"
"56282" "male" "Hispanic" -0.85 6 7 2.5 1.6 2.4 2.5 1 68 1.02 6 "266"
"77691" "male" "Hispanic" -0.85 6 7 2.5 1.6 2.4 2.5 1 68 1.27 7.74596669241483 "266"
"99100" "male" "Hispanic" -0.85 6 7 2.5 1.6 2.4 2.5 1 68 1.73 9.74679434480896 "266"
"13664" "female" "white, non-Hispanic" 0.39 4 7 1 1 4 4 1 74 -0.29 0 "267"
"35073" "female" "white, non-Hispanic" 0.39 4 7 1 1 4 4 1 74 0.76 3.46410161513775 "267"
"56482" "female" "white, non-Hispanic" 0.39 4 7 1 1 4 4 1 74 1.2 6 "267"
"77891" "female" "white, non-Hispanic" 0.39 4 7 1 1 4 4 1 74 1.51 7.74596669241483 "267"
"99300" "female" "white, non-Hispanic" 0.39 4 7 1 1 4 4 1 74 1.47 9.79795897113271 "267"
"13694" "female" "white, non-Hispanic" -0.34 8 6 2.25 3.2 1.8 2 1 68 -1.29 0 "268"
"35103" "female" "white, non-Hispanic" -0.34 8 6 2.25 3.2 1.8 2 1 68 -0.19 3.46410161513775 "268"
"56512" "female" "white, non-Hispanic" -0.34 8 6 2.25 3.2 1.8 2 1 68 0.76 6 "268"
"77921" "female" "white, non-Hispanic" -0.34 8 6 2.25 3.2 1.8 2 1 68 0.96 7.74596669241483 "268"
"99330" "female" "white, non-Hispanic" -0.34 8 6 2.25 3.2 1.8 2 1 68 0.85 9.8488578017961 "268"
"13726" "female" "white, non-Hispanic" -0.18 5 6 1.25 2 2.2 2 1 72 -0.65 0 "269"
"35135" "female" "white, non-Hispanic" -0.18 5 6 1.25 2 2.2 2 1 72 0.31 3.3166247903554 "269"
"56544" "female" "white, non-Hispanic" -0.18 5 6 1.25 2 2.2 2 1 72 0.81 5.8309518948453 "269"
"77953" "female" "white, non-Hispanic" -0.18 5 6 1.25 2 2.2 2 1 72 1.1 7.61577310586391 "269"
"99362" "female" "white, non-Hispanic" -0.18 5 6 1.25 2 2.2 2 1 72 1.17 9.79795897113271 "269"
"13801" "female" "Asian" -0.55 6 9 3.25 1 2.6 3 1 78 -1.39 0 "270"
"35210" "female" "Asian" -0.55 6 9 3.25 1 2.6 3 1 78 -0.31 3.60555127546399 "270"
"56619" "female" "Asian" -0.55 6 9 3.25 1 2.6 3 1 78 0.6 6 "270"
"78028" "female" "Asian" -0.55 6 9 3.25 1 2.6 3 1 78 0.82 7.81024967590665 "270"
"99437" "female" "Asian" -0.55 6 9 3.25 1 2.6 3 1 78 0.49 9.8488578017961 "270"
"14037" "female" "black or African American non-Hispanic" 0.91 3 6 1 1 2.8 3 1 70 -0.81 0 "271"
"35446" "female" "black or African American non-Hispanic" 0.91 3 6 1 1 2.8 3 1 70 0.2 3.46410161513775 "271"
"56855" "female" "black or African American non-Hispanic" 0.91 3 6 1 1 2.8 3 1 70 0.85 6.08276253029822 "271"
"78264" "female" "black or African American non-Hispanic" 0.91 3 6 1 1 2.8 3 1 70 1.06 7.68114574786861 "271"
"99673" "female" "black or African American non-Hispanic" 0.91 3 6 1 1 2.8 3 1 70 1.4 9.79795897113271 "271"
"14142" "female" "white, non-Hispanic" 0.25 6 7 2 2.2 3.2 3 1 69 -0.73 0 "272"
"35551" "female" "white, non-Hispanic" 0.25 6 7 2 2.2 3.2 3 1 69 -0.39 3.60555127546399 "272"
"56960" "female" "white, non-Hispanic" 0.25 6 7 2 2.2 3.2 3 1 69 0.63 6 "272"
"78369" "female" "white, non-Hispanic" 0.25 6 7 2 2.2 3.2 3 1 69 0.85 7.68114574786861 "272"
"99778" "female" "white, non-Hispanic" 0.25 6 7 2 2.2 3.2 3 1 69 1.15 9.8488578017961 "272"
"14148" "female" "Asian" -1.12 8 9 2 1.4 3.5 3.25 1 76 -0.83 0 "273"
"35557" "female" "Asian" -1.12 8 9 2 1.4 3.5 3.25 1 76 -0.19 3.60555127546399 "273"
"56966" "female" "Asian" -1.12 8 9 2 1.4 3.5 3.25 1 76 0.43 6 "273"
"78375" "female" "Asian" -1.12 8 9 2 1.4 3.5 3.25 1 76 0.81 7.68114574786861 "273"
"99784" "female" "Asian" -1.12 8 9 2 1.4 3.5 3.25 1 76 0.93 9.74679434480896 "273"
"14151" "male" "white, non-Hispanic" 1.3 8 7 2.5 1.8 2.2 2.5 1 74 -0.06 0 "274"
"35560" "male" "white, non-Hispanic" 1.3 8 7 2.5 1.8 2.2 2.5 1 74 0.76 3.60555127546399 "274"
"56969" "male" "white, non-Hispanic" 1.3 8 7 2.5 1.8 2.2 2.5 1 74 1.06 6 "274"
"78378" "male" "white, non-Hispanic" 1.3 8 7 2.5 1.8 2.2 2.5 1 74 1.57 7.68114574786861 "274"
"99787" "male" "white, non-Hispanic" 1.3 8 7 2.5 1.8 2.2 2.5 1 74 1.89 9.74679434480896 "274"
"14422" "female" "white, non-Hispanic" -0.6 8 9 1.75 1.4 2.6 2.75 1 73 -0.67 0 "275"
"35831" "female" "white, non-Hispanic" -0.6 8 9 1.75 1.4 2.6 2.75 1 73 0.06 3.60555127546399 "275"
"57240" "female" "white, non-Hispanic" -0.6 8 9 1.75 1.4 2.6 2.75 1 73 0.64 6.08276253029822 "275"
"78649" "female" "white, non-Hispanic" -0.6 8 9 1.75 1.4 2.6 2.75 1 73 0.97 7.74596669241483 "275"
"100058" "female" "white, non-Hispanic" -0.6 8 9 1.75 1.4 2.6 2.75 1 73 1.03 9.74679434480896 "275"
"14426" "male" "Hispanic" -1.2 8 9 1.67 1.8 3.25 3.5 1 69 -1.03 0 "276"
"35835" "male" "Hispanic" -1.2 8 9 1.67 1.8 3.25 3.5 1 69 0.59 3.60555127546399 "276"
"57244" "male" "Hispanic" -1.2 8 9 1.67 1.8 3.25 3.5 1 69 0.8 6.08276253029822 "276"
"78653" "male" "Hispanic" -1.2 8 9 1.67 1.8 3.25 3.5 1 69 1.01 7.74596669241483 "276"
"100062" "male" "Hispanic" -1.2 8 9 1.67 1.8 3.25 3.5 1 69 1.3 9.74679434480896 "276"
"14521" "female" "white, non-Hispanic" -0.74 5 4 2 1.8 2.8 3 1 74 -1.13 0 "277"
"35930" "female" "white, non-Hispanic" -0.74 5 4 2 1.8 2.8 3 1 74 -0.22 3.3166247903554 "277"
"57339" "female" "white, non-Hispanic" -0.74 5 4 2 1.8 2.8 3 1 74 0.78 5.91607978309962 "277"
"78748" "female" "white, non-Hispanic" -0.74 5 4 2 1.8 2.8 3 1 74 1 7.61577310586391 "277"
"100157" "female" "white, non-Hispanic" -0.74 5 4 2 1.8 2.8 3 1 74 1.01 9.74679434480896 "277"
"14544" "male" "other" 0.58 8 9 2.25 2.4 2.4 2.5 1 73 -0.03 0 "278"
"35953" "male" "other" 0.58 8 9 2.25 2.4 2.4 2.5 1 73 0.41 3.46410161513775 "278"
"57362" "male" "other" 0.58 8 9 2.25 2.4 2.4 2.5 1 73 0.78 5.91607978309962 "278"
"78771" "male" "other" 0.58 8 9 2.25 2.4 2.4 2.5 1 73 0.86 7.61577310586391 "278"
"100180" "male" "other" 0.58 8 9 2.25 2.4 2.4 2.5 1 73 0.89 9.74679434480896 "278"
"14570" "male" "other" 0.03 8 5 1 1.8 2.2 2.75 1 70 -0.35 0 "279"
"35979" "male" "other" 0.03 8 5 1 1.8 2.2 2.75 1 70 0.11 3.3166247903554 "279"
"57388" "male" "other" 0.03 8 5 1 1.8 2.2 2.75 1 70 0.8 5.91607978309962 "279"
"78797" "male" "other" 0.03 8 5 1 1.8 2.2 2.75 1 70 1.01 7.74596669241483 "279"
"100206" "male" "other" 0.03 8 5 1 1.8 2.2 2.75 1 70 0.99 9.74679434480896 "279"
"14616" "male" "white, non-Hispanic" -0.03 7 6 2.25 1 2.6 2.75 1 75 -1.49 0 "280"
"36025" "male" "white, non-Hispanic" -0.03 7 6 2.25 1 2.6 2.75 1 75 -0.37 3.46410161513775 "280"
"57434" "male" "white, non-Hispanic" -0.03 7 6 2.25 1 2.6 2.75 1 75 0.6 5.91607978309962 "280"
"78843" "male" "white, non-Hispanic" -0.03 7 6 2.25 1 2.6 2.75 1 75 1.04 7.61577310586391 "280"
"100252" "male" "white, non-Hispanic" -0.03 7 6 2.25 1 2.6 2.75 1 75 1.35 9.74679434480896 "280"
"14649" "male" "white, non-Hispanic" -0.27 6 6 1.25 1 3.6 3.5 1 81 -0.61 0 "281"
"36058" "male" "white, non-Hispanic" -0.27 6 6 1.25 1 3.6 3.5 1 81 0.58 3.46410161513775 "281"
"57467" "male" "white, non-Hispanic" -0.27 6 6 1.25 1 3.6 3.5 1 81 1.22 6 "281"
"78876" "male" "white, non-Hispanic" -0.27 6 6 1.25 1 3.6 3.5 1 81 1.21 7.74596669241483 "281"
"100285" "male" "white, non-Hispanic" -0.27 6 6 1.25 1 3.6 3.5 1 81 1.75 9.74679434480896 "281"
"14653" "male" "Hispanic" 0.03 8 8 1.25 2.2 2 2.75 1 78 -0.24 0 "282"
"36062" "male" "Hispanic" 0.03 8 8 1.25 2.2 2 2.75 1 78 0.42 3.46410161513775 "282"
"57471" "male" "Hispanic" 0.03 8 8 1.25 2.2 2 2.75 1 78 0.99 6 "282"
"78880" "male" "Hispanic" 0.03 8 8 1.25 2.2 2 2.75 1 78 1.22 7.74596669241483 "282"
"100289" "male" "Hispanic" 0.03 8 8 1.25 2.2 2 2.75 1 78 1.45 9.74679434480896 "282"
"14669" "male" "white, non-Hispanic" -0.55 5 8 2 2.4 2.6 2.5 1 72 -0.61 0 "283"
"36078" "male" "white, non-Hispanic" -0.55 5 8 2 2.4 2.6 2.5 1 72 0.17 3.46410161513775 "283"
"57487" "male" "white, non-Hispanic" -0.55 5 8 2 2.4 2.6 2.5 1 72 0.84 6 "283"
"78896" "male" "white, non-Hispanic" -0.55 5 8 2 2.4 2.6 2.5 1 72 1.06 7.74596669241483 "283"
"100305" "male" "white, non-Hispanic" -0.55 5 8 2 2.4 2.6 2.5 1 72 1.62 9.74679434480896 "283"
"14677" "female" "white, non-Hispanic" 0.59 7 8 1.5 2 2.4 2.5 1 79 0.74 0 "284"
"36086" "female" "white, non-Hispanic" 0.59 7 8 1.5 2 2.4 2.5 1 79 1.23 3.46410161513775 "284"
"57495" "female" "white, non-Hispanic" 0.59 7 8 1.5 2 2.4 2.5 1 79 1.62 6 "284"
"78904" "female" "white, non-Hispanic" 0.59 7 8 1.5 2 2.4 2.5 1 79 1.89 7.74596669241483 "284"
"100313" "female" "white, non-Hispanic" 0.59 7 8 1.5 2 2.4 2.5 1 79 2.05 9.74679434480896 "284"
"14709" "male" "white, non-Hispanic" 0.05 5 4 1.25 1.5 3 3.25 1 77 -0.77 0 "285"
"36118" "male" "white, non-Hispanic" 0.05 5 4 1.25 1.5 3 3.25 1 77 -0.37 3.3166247903554 "285"
"57527" "male" "white, non-Hispanic" 0.05 5 4 1.25 1.5 3 3.25 1 77 0.64 5.91607978309962 "285"
"78936" "male" "white, non-Hispanic" 0.05 5 4 1.25 1.5 3 3.25 1 77 1.19 7.68114574786861 "285"
"100345" "male" "white, non-Hispanic" 0.05 5 4 1.25 1.5 3 3.25 1 77 1.76 9.74679434480896 "285"
"14804" "female" "white, non-Hispanic" 1.47 8 7 1.25 2.2 2.4 2.25 1 75 -0.53 0 "286"
"36213" "female" "white, non-Hispanic" 1.47 8 7 1.25 2.2 2.4 2.25 1 75 0.55 3.46410161513775 "286"
"57622" "female" "white, non-Hispanic" 1.47 8 7 1.25 2.2 2.4 2.25 1 75 0.8 5.91607978309962 "286"
