"GENDER" "RACE" "WKSESL" "C1GMOTOR" "C1FMOTOR" "T1INTERN" "T1EXTERN" "T1INTERP" "T1CONTRO" "P1FIRKDG" "AGEBASELINE" "score" "time" "CHILDID"
"70754" "male" "other" 1.35 3 7 1.25 1.6 2.6 2.75 1 71 1.4 7.61577310586391 "142"
"92163" "male" "other" 1.35 3 7 1.25 1.6 2.6 2.75 1 71 1.71 9.69535971483266 "142"
"6539" "male" "other" 0.33 7 5 1.25 1 3.2 4 1 73 0.37 0 "143"
"27948" "male" "other" 0.33 7 5 1.25 1 3.2 4 1 73 1.01 3.46410161513775 "143"
"49357" "male" "other" 0.33 7 5 1.25 1 3.2 4 1 73 1.24 6 "143"
"70766" "male" "other" 0.33 7 5 1.25 1 3.2 4 1 73 1.56 7.68114574786861 "143"
"92175" "male" "other" 0.33 7 5 1.25 1 3.2 4 1 73 2.02 9.69535971483266 "143"
"6551" "male" "other" 0.19 6 7 1 1 3.4 3.25 1 81 -0.8 0 "144"
"27960" "male" "other" 0.19 6 7 1 1 3.4 3.25 1 81 0 3.46410161513775 "144"
"49369" "male" "other" 0.19 6 7 1 1 3.4 3.25 1 81 0.57 6 "144"
"70778" "male" "other" 0.19 6 7 1 1 3.4 3.25 1 81 0.88 7.68114574786861 "144"
"92187" "male" "other" 0.19 6 7 1 1 3.4 3.25 1 81 1.59 9.69535971483266 "144"
"6559" "male" "other" -0.31 7 8 1.25 1.2 4 3.5 1 81 -0.41 0 "145"
"27968" "male" "other" -0.31 7 8 1.25 1.2 4 3.5 1 81 0.19 3.46410161513775 "145"
"49377" "male" "other" -0.31 7 8 1.25 1.2 4 3.5 1 81 0.83 6 "145"
"70786" "male" "other" -0.31 7 8 1.25 1.2 4 3.5 1 81 1.28 7.68114574786861 "145"
"92195" "male" "other" -0.31 7 8 1.25 1.2 4 3.5 1 81 1.7 9.69535971483266 "145"
"6669" "female" "black or African American non-Hispanic" -0.79 8 7 1.25 1.8 3.6 3.25 1 73 -0.63 0 "146"
"28078" "female" "black or African American non-Hispanic" -0.79 8 7 1.25 1.8 3.6 3.25 1 73 0.44 3.60555127546399 "146"
"49487" "female" "black or African American non-Hispanic" -0.79 8 7 1.25 1.8 3.6 3.25 1 73 0.9 6.08276253029822 "146"
"70896" "female" "black or African American non-Hispanic" -0.79 8 7 1.25 1.8 3.6 3.25 1 73 1.01 7.81024967590665 "146"
"92305" "female" "black or African American non-Hispanic" -0.79 8 7 1.25 1.8 3.6 3.25 1 73 1.28 9.79795897113271 "146"
"6716" "female" "white, non-Hispanic" -0.62 6 5 2 2 3 2.75 1 77 -1.22 0 "147"
"28125" "female" "white, non-Hispanic" -0.62 6 5 2 2 3 2.75 1 77 -0.08 3.60555127546399 "147"
"49534" "female" "white, non-Hispanic" -0.62 6 5 2 2 3 2.75 1 77 0.79 6.08276253029822 "147"
"70943" "female" "white, non-Hispanic" -0.62 6 5 2 2 3 2.75 1 77 0.8 7.74596669241483 "147"
"92352" "female" "white, non-Hispanic" -0.62 6 5 2 2 3 2.75 1 77 1.09 9.8488578017961 "147"
"6731" "male" "white, non-Hispanic" -0.48 5 5 1.5 1.2 3.6 3.25 1 69 -1.14 0 "148"
"28140" "male" "white, non-Hispanic" -0.48 5 5 1.5 1.2 3.6 3.25 1 69 0.23 3.60555127546399 "148"
"49549" "male" "white, non-Hispanic" -0.48 5 5 1.5 1.2 3.6 3.25 1 69 0.64 6.08276253029822 "148"
"70958" "male" "white, non-Hispanic" -0.48 5 5 1.5 1.2 3.6 3.25 1 69 1.18 7.74596669241483 "148"
"92367" "male" "white, non-Hispanic" -0.48 5 5 1.5 1.2 3.6 3.25 1 69 1.39 9.8488578017961 "148"
"6740" "female" "white, non-Hispanic" 0.13 2 0 1.25 1.8 2.2 2.75 1 71 -1.04 0 "149"
"28149" "female" "white, non-Hispanic" 0.13 2 0 1.25 1.8 2.2 2.75 1 71 -0.05 3.46410161513775 "149"
"49558" "female" "white, non-Hispanic" 0.13 2 0 1.25 1.8 2.2 2.75 1 71 0.99 5.91607978309962 "149"
"70967" "female" "white, non-Hispanic" 0.13 2 0 1.25 1.8 2.2 2.75 1 71 0.91 7.68114574786861 "149"
"92376" "female" "white, non-Hispanic" 0.13 2 0 1.25 1.8 2.2 2.75 1 71 1.52 9.79795897113271 "149"
"6754" "male" "white, non-Hispanic" -0.35 8 8 1.5 1.5 2.4 2.5 1 71 -0.86 0 "150"
"28163" "male" "white, non-Hispanic" -0.35 8 8 1.5 1.5 2.4 2.5 1 71 -0.04 3.46410161513775 "150"
"49572" "male" "white, non-Hispanic" -0.35 8 8 1.5 1.5 2.4 2.5 1 71 0.62 5.91607978309962 "150"
"70981" "male" "white, non-Hispanic" -0.35 8 8 1.5 1.5 2.4 2.5 1 71 0.68 7.68114574786861 "150"
"92390" "male" "white, non-Hispanic" -0.35 8 8 1.5 1.5 2.4 2.5 1 71 1.13 9.79795897113271 "150"
"6950" "male" "white, non-Hispanic" 0.46 8 6 1.25 2.4 3.2 3.5 1 71 -1.29 0 "151"
"28359" "male" "white, non-Hispanic" 0.46 8 6 1.25 2.4 3.2 3.5 1 71 0.25 3.60555127546399 "151"
"49768" "male" "white, non-Hispanic" 0.46 8 6 1.25 2.4 3.2 3.5 1 71 1.2 6.08276253029822 "151"
"71177" "male" "white, non-Hispanic" 0.46 8 6 1.25 2.4 3.2 3.5 1 71 1.23 7.81024967590665 "151"
"92586" "male" "white, non-Hispanic" 0.46 8 6 1.25 2.4 3.2 3.5 1 71 1.56 9.79795897113271 "151"
"6964" "female" "white, non-Hispanic" 0.31 8 8 1 1.4 2.25 3.25 1 82 -1.1 0 "152"
"28373" "female" "white, non-Hispanic" 0.31 8 8 1 1.4 2.25 3.25 1 82 0.13 3.46410161513775 "152"
"49782" "female" "white, non-Hispanic" 0.31 8 8 1 1.4 2.25 3.25 1 82 0.88 5.8309518948453 "152"
"71191" "female" "white, non-Hispanic" 0.31 8 8 1 1.4 2.25 3.25 1 82 1.01 7.61577310586391 "152"
"92600" "female" "white, non-Hispanic" 0.31 8 8 1 1.4 2.25 3.25 1 82 1.27 9.69535971483266 "152"
"6993" "male" "white, non-Hispanic" -0.58 7 5 1.75 2 2.4 2.25 1 72 -0.85 0 "153"
"28402" "male" "white, non-Hispanic" -0.58 7 5 1.75 2 2.4 2.25 1 72 -0.04 3.60555127546399 "153"
"49811" "male" "white, non-Hispanic" -0.58 7 5 1.75 2 2.4 2.25 1 72 0.82 6 "153"
"71220" "male" "white, non-Hispanic" -0.58 7 5 1.75 2 2.4 2.25 1 72 0.97 7.68114574786861 "153"
"92629" "male" "white, non-Hispanic" -0.58 7 5 1.75 2 2.4 2.25 1 72 1.46 9.74679434480896 "153"
"7016" "male" "white, non-Hispanic" -0.65 7 7 2 1.6 2.8 3 1 73 -0.99 0 "154"
"28425" "male" "white, non-Hispanic" -0.65 7 7 2 1.6 2.8 3 1 73 0.1 3.46410161513775 "154"
"49834" "male" "white, non-Hispanic" -0.65 7 7 2 1.6 2.8 3 1 73 1 6 "154"
"71243" "male" "white, non-Hispanic" -0.65 7 7 2 1.6 2.8 3 1 73 1.04 7.68114574786861 "154"
"92652" "male" "white, non-Hispanic" -0.65 7 7 2 1.6 2.8 3 1 73 1.11 9.74679434480896 "154"
"7025" "male" "white, non-Hispanic" -0.41 8 9 1.25 1.6 3.6 3.5 1 79 -0.45 0 "155"
"28434" "male" "white, non-Hispanic" -0.41 8 9 1.25 1.6 3.6 3.5 1 79 0.41 3.46410161513775 "155"
"49843" "male" "white, non-Hispanic" -0.41 8 9 1.25 1.6 3.6 3.5 1 79 1.24 6 "155"
"71252" "male" "white, non-Hispanic" -0.41 8 9 1.25 1.6 3.6 3.5 1 79 1.08 7.74596669241483 "155"
"92661" "male" "white, non-Hispanic" -0.41 8 9 1.25 1.6 3.6 3.5 1 79 1.62 9.79795897113271 "155"
"7061" "male" "white, non-Hispanic" 0.3 6 7 1.5 1.8 2.4 2.5 1 72 -0.65 0 "156"
"28470" "male" "white, non-Hispanic" 0.3 6 7 1.5 1.8 2.4 2.5 1 72 -0.03 3.3166247903554 "156"
"49879" "male" "white, non-Hispanic" 0.3 6 7 1.5 1.8 2.4 2.5 1 72 0.63 5.91607978309962 "156"
"71288" "male" "white, non-Hispanic" 0.3 6 7 1.5 1.8 2.4 2.5 1 72 1.01 7.68114574786861 "156"
"92697" "male" "white, non-Hispanic" 0.3 6 7 1.5 1.8 2.4 2.5 1 72 1.22 9.74679434480896 "156"
"7079" "male" "white, non-Hispanic" 0.81 6 7 1 1 4 4 1 76 -0.18 0 "157"
"28488" "male" "white, non-Hispanic" 0.81 6 7 1 1 4 4 1 76 0.6 3.3166247903554 "157"
"49897" "male" "white, non-Hispanic" 0.81 6 7 1 1 4 4 1 76 1.01 5.8309518948453 "157"
"71306" "male" "white, non-Hispanic" 0.81 6 7 1 1 4 4 1 76 1.2 7.54983443527075 "157"
"92715" "male" "white, non-Hispanic" 0.81 6 7 1 1 4 4 1 76 1.27 9.69535971483266 "157"
"7138" "female" "white, non-Hispanic" 0.88 8 6 1.75 2 2.8 3 1 78 -0.47 0 "158"
"28547" "female" "white, non-Hispanic" 0.88 8 6 1.75 2 2.8 3 1 78 0.37 3.60555127546399 "158"
"49956" "female" "white, non-Hispanic" 0.88 8 6 1.75 2 2.8 3 1 78 1.02 6.08276253029822 "158"
"71365" "female" "white, non-Hispanic" 0.88 8 6 1.75 2 2.8 3 1 78 1.4 7.74596669241483 "158"
"92774" "female" "white, non-Hispanic" 0.88 8 6 1.75 2 2.8 3 1 78 1.47 9.8488578017961 "158"
"7162" "female" "white, non-Hispanic" 1.9 6 8 1.5 1.8 3.25 3 1 69 -0.12 0 "159"
"28571" "female" "white, non-Hispanic" 1.9 6 8 1.5 1.8 3.25 3 1 69 0.71 3.46410161513775 "159"
"49980" "female" "white, non-Hispanic" 1.9 6 8 1.5 1.8 3.25 3 1 69 1.42 6.08276253029822 "159"
"71389" "female" "white, non-Hispanic" 1.9 6 8 1.5 1.8 3.25 3 1 69 1.47 7.74596669241483 "159"
"92798" "female" "white, non-Hispanic" 1.9 6 8 1.5 1.8 3.25 3 1 69 1.94 9.74679434480896 "159"
"7207" "female" "white, non-Hispanic" 0.34 8 7 1.5 1.6 2.2 2.5 2 81 -0.02 0 "160"
"28616" "female" "white, non-Hispanic" 0.34 8 7 1.5 1.6 2.2 2.5 2 81 0.5 3.46410161513775 "160"
"50025" "female" "white, non-Hispanic" 0.34 8 7 1.5 1.6 2.2 2.5 2 81 0.96 6 "160"
"71434" "female" "white, non-Hispanic" 0.34 8 7 1.5 1.6 2.2 2.5 2 81 0.89 7.81024967590665 "160"
"92843" "female" "white, non-Hispanic" 0.34 8 7 1.5 1.6 2.2 2.5 2 81 1.55 9.74679434480896 "160"
"7210" "male" "white, non-Hispanic" 0.32 8 7 2 2 2 2 1 82 -0.65 0 "161"
"28619" "male" "white, non-Hispanic" 0.32 8 7 2 2 2 2 1 82 -0.02 3.46410161513775 "161"
"50028" "male" "white, non-Hispanic" 0.32 8 7 2 2 2 2 1 82 0.67 6 "161"
"71437" "male" "white, non-Hispanic" 0.32 8 7 2 2 2 2 1 82 0.89 7.81024967590665 "161"
"92846" "male" "white, non-Hispanic" 0.32 8 7 2 2 2 2 1 82 1.54 9.74679434480896 "161"
"7225" "male" "white, non-Hispanic" 0.3 8 8 1.75 1 2.8 3 1 73 -0.13 0 "162"
"28634" "male" "white, non-Hispanic" 0.3 8 8 1.75 1 2.8 3 1 73 0.73 3.46410161513775 "162"
"50043" "male" "white, non-Hispanic" 0.3 8 8 1.75 1 2.8 3 1 73 1.21 6 "162"
"71452" "male" "white, non-Hispanic" 0.3 8 8 1.75 1 2.8 3 1 73 1.53 7.68114574786861 "162"
"92861" "male" "white, non-Hispanic" 0.3 8 8 1.75 1 2.8 3 1 73 1.81 9.74679434480896 "162"
"7245" "female" "white, non-Hispanic" -0.61 1 9 1.25 2.6 2.4 2.75 1 70 -1.51 0 "163"
"28654" "female" "white, non-Hispanic" -0.61 1 9 1.25 2.6 2.4 2.75 1 70 -0.9 3.3166247903554 "163"
"50063" "female" "white, non-Hispanic" -0.61 1 9 1.25 2.6 2.4 2.75 1 70 0.6 5.91607978309962 "163"
"71472" "female" "white, non-Hispanic" -0.61 1 9 1.25 2.6 2.4 2.75 1 70 0.88 7.54983443527075 "163"
"92881" "female" "white, non-Hispanic" -0.61 1 9 1.25 2.6 2.4 2.75 1 70 1.56 9.74679434480896 "163"
"7337" "female" "white, non-Hispanic" -0.26 8 6 1.25 1.6 4 3.75 1 76 -0.6 0 "164"
"28746" "female" "white, non-Hispanic" -0.26 8 6 1.25 1.6 4 3.75 1 76 0.18 3.60555127546399 "164"
"50155" "female" "white, non-Hispanic" -0.26 8 6 1.25 1.6 4 3.75 1 76 0.96 6.08276253029822 "164"
"71564" "female" "white, non-Hispanic" -0.26 8 6 1.25 1.6 4 3.75 1 76 0.99 7.81024967590665 "164"
"92973" "female" "white, non-Hispanic" -0.26 8 6 1.25 1.6 4 3.75 1 76 1.34 9.8488578017961 "164"
"7412" "female" "white, non-Hispanic" 0.5 1 9 1.25 1 3.8 4 1 82 0.48 0 "165"
"28821" "female" "white, non-Hispanic" 0.5 1 9 1.25 1 3.8 4 1 82 0.76 3.46410161513775 "165"
"50230" "female" "white, non-Hispanic" 0.5 1 9 1.25 1 3.8 4 1 82 1.02 6.08276253029822 "165"
"71639" "female" "white, non-Hispanic" 0.5 1 9 1.25 1 3.8 4 1 82 1.12 7.68114574786861 "165"
"93048" "female" "white, non-Hispanic" 0.5 1 9 1.25 1 3.8 4 1 82 1.56 9.74679434480896 "165"
"7434" "female" "white, non-Hispanic" -0.04 8 7 1.25 2 2.6 3 1 79 -0.56 0 "166"
"28843" "female" "white, non-Hispanic" -0.04 8 7 1.25 2 2.6 3 1 79 0.2 3.46410161513775 "166"
"50252" "female" "white, non-Hispanic" -0.04 8 7 1.25 2 2.6 3 1 79 0.8 6 "166"
"71661" "female" "white, non-Hispanic" -0.04 8 7 1.25 2 2.6 3 1 79 1 7.68114574786861 "166"
"93070" "female" "white, non-Hispanic" -0.04 8 7 1.25 2 2.6 3 1 79 1.3 9.74679434480896 "166"
"7468" "female" "white, non-Hispanic" 1.15 8 7 1 1 4 4 1 78 0.15 0 "167"
"28877" "female" "white, non-Hispanic" 1.15 8 7 1 1 4 4 1 78 0.6 3.46410161513775 "167"
"50286" "female" "white, non-Hispanic" 1.15 8 7 1 1 4 4 1 78 1.11 6 "167"
"71695" "female" "white, non-Hispanic" 1.15 8 7 1 1 4 4 1 78 1.55 7.68114574786861 "167"
"93104" "female" "white, non-Hispanic" 1.15 8 7 1 1 4 4 1 78 1.65 9.74679434480896 "167"
"7514" "female" "white, non-Hispanic" -0.39 7 6 1.5 3.6 1.8 1.75 1 75 -0.39 0 "168"
"28923" "female" "white, non-Hispanic" -0.39 7 6 1.5 3.6 1.8 1.75 1 75 0.39 3.46410161513775 "168"
"50332" "female" "white, non-Hispanic" -0.39 7 6 1.5 3.6 1.8 1.75 1 75 1.04 6 "168"
"71741" "female" "white, non-Hispanic" -0.39 7 6 1.5 3.6 1.8 1.75 1 75 1.27 7.68114574786861 "168"
"93150" "female" "white, non-Hispanic" -0.39 7 6 1.5 3.6 1.8 1.75 1 75 1.54 9.74679434480896 "168"
"7634" "female" "white, non-Hispanic" 1.05 4 8 1.25 1.2 3.2 4 1 79 -0.39 0 "169"
"29043" "female" "white, non-Hispanic" 1.05 4 8 1.25 1.2 3.2 4 1 79 0.36 3.46410161513775 "169"
"50452" "female" "white, non-Hispanic" 1.05 4 8 1.25 1.2 3.2 4 1 79 1.01 6 "169"
"71861" "female" "white, non-Hispanic" 1.05 4 8 1.25 1.2 3.2 4 1 79 1.17 7.68114574786861 "169"
"93270" "female" "white, non-Hispanic" 1.05 4 8 1.25 1.2 3.2 4 1 79 1.6 9.74679434480896 "169"
"7786" "male" "white, non-Hispanic" 0.16 8 8 1.75 1 3 3 1 79 -0.82 0 "170"
"29195" "male" "white, non-Hispanic" 0.16 8 8 1.75 1 3 3 1 79 0.02 3.46410161513775 "170"
"50604" "male" "white, non-Hispanic" 0.16 8 8 1.75 1 3 3 1 79 0.94 6 "170"
"72013" "male" "white, non-Hispanic" 0.16 8 8 1.75 1 3 3 1 79 1.41 7.68114574786861 "170"
"93422" "male" "white, non-Hispanic" 0.16 8 8 1.75 1 3 3 1 79 1.47 9.79795897113271 "170"
"7881" "male" "other" -0.51 8 3 1 1.4 2 2 1 70 -1.64 0 "171"
"29290" "male" "other" -0.51 8 3 1 1.4 2 2 1 70 -0.89 3.46410161513775 "171"
"50699" "male" "other" -0.51 8 3 1 1.4 2 2 1 70 0.12 6.08276253029822 "171"
"72108" "male" "other" -0.51 8 3 1 1.4 2 2 1 70 0.21 7.68114574786861 "171"
"93517" "male" "other" -0.51 8 3 1 1.4 2 2 1 70 0.37 9.74679434480896 "171"
"7892" "male" "other" 0.37 5 5 1.25 1.4 3.6 3.75 1 77 -0.08 0 "172"
"29301" "male" "other" 0.37 5 5 1.25 1.4 3.6 3.75 1 77 0.78 3.60555127546399 "172"
"50710" "male" "other" 0.37 5 5 1.25 1.4 3.6 3.75 1 77 0.95 6 "172"
"72119" "male" "other" 0.37 5 5 1.25 1.4 3.6 3.75 1 77 1.48 7.74596669241483 "172"
"93528" "male" "other" 0.37 5 5 1.25 1.4 3.6 3.75 1 77 2 9.79795897113271 "172"
"7898" "female" "other" -0.45 5 6 2.33 3 2.4 2 1 73 -1.18 0 "173"
"29307" "female" "other" -0.45 5 6 2.33 3 2.4 2 1 73 -0.39 3.46410161513775 "173"
"50716" "female" "other" -0.45 5 6 2.33 3 2.4 2 1 73 0 6 "173"
"72125" "female" "other" -0.45 5 6 2.33 3 2.4 2 1 73 0.22 7.74596669241483 "173"
"93534" "female" "other" -0.45 5 6 2.33 3 2.4 2 1 73 0.92 9.8488578017961 "173"
"8027" "male" "white, non-Hispanic" 0.5 8 7 1 1.2 3.6 3.5 1 78 -0.37 0 "174"
"29436" "male" "white, non-Hispanic" 0.5 8 7 1 1.2 3.6 3.5 1 78 0.58 3.3166247903554 "174"
"50845" "male" "white, non-Hispanic" 0.5 8 7 1 1.2 3.6 3.5 1 78 1.19 5.91607978309962 "174"
"72254" "male" "white, non-Hispanic" 0.5 8 7 1 1.2 3.6 3.5 1 78 1.61 7.61577310586391 "174"
"93663" "male" "white, non-Hispanic" 0.5 8 7 1 1.2 3.6 3.5 1 78 1.96 9.69535971483266 "174"
"8040" "male" "white, non-Hispanic" 0.88 8 7 1.75 1.2 3.8 3.75 1 76 -0.49 0 "175"
"29449" "male" "white, non-Hispanic" 0.88 8 7 1.75 1.2 3.8 3.75 1 76 0.4 3.3166247903554 "175"
"50858" "male" "white, non-Hispanic" 0.88 8 7 1.75 1.2 3.8 3.75 1 76 1.05 5.91607978309962 "175"
"72267" "male" "white, non-Hispanic" 0.88 8 7 1.75 1.2 3.8 3.75 1 76 1.27 7.61577310586391 "175"
"93676" "male" "white, non-Hispanic" 0.88 8 7 1.75 1.2 3.8 3.75 1 76 1.96 9.69535971483266 "175"
"8070" "male" "white, non-Hispanic" -0.74 5 2 1 1.6 4 4 1 79 -1.3 0 "176"
"29479" "male" "white, non-Hispanic" -0.74 5 2 1 1.6 4 4 1 79 -0.14 3.3166247903554 "176"
"50888" "male" "white, non-Hispanic" -0.74 5 2 1 1.6 4 4 1 79 0.64 5.91607978309962 "176"
"72297" "male" "white, non-Hispanic" -0.74 5 2 1 1.6 4 4 1 79 0.85 7.68114574786861 "176"
"93706" "male" "white, non-Hispanic" -0.74 5 2 1 1.6 4 4 1 79 0.63 9.69535971483266 "176"
"8140" "male" "white, non-Hispanic" 1.02 8 7 1.5 1.2 4 4 1 73 -0.03 0 "177"
"29549" "male" "white, non-Hispanic" 1.02 8 7 1.5 1.2 4 4 1 73 0.73 3.46410161513775 "177"
"50958" "male" "white, non-Hispanic" 1.02 8 7 1.5 1.2 4 4 1 73 1.25 6.08276253029822 "177"
"72367" "male" "white, non-Hispanic" 1.02 8 7 1.5 1.2 4 4 1 73 1.21 7.74596669241483 "177"
"93776" "male" "white, non-Hispanic" 1.02 8 7 1.5 1.2 4 4 1 73 1.63 9.79795897113271 "177"
"8151" "male" "white, non-Hispanic" -0.11 6 3 1.25 1.2 3 3 1 81 -0.93 0 "178"
"29560" "male" "white, non-Hispanic" -0.11 6 3 1.25 1.2 3 3 1 81 0.03 3.3166247903554 "178"
"50969" "male" "white, non-Hispanic" -0.11 6 3 1.25 1.2 3 3 1 81 0.88 5.91607978309962 "178"
"72378" "male" "white, non-Hispanic" -0.11 6 3 1.25 1.2 3 3 1 81 1.11 7.68114574786861 "178"
"93787" "male" "white, non-Hispanic" -0.11 6 3 1.25 1.2 3 3 1 81 1.23 9.74679434480896 "178"
"8222" "female" "white, non-Hispanic" -0.27 5 9 1 2 1.6 1.75 1 79 -0.55 0 "179"
"29631" "female" "white, non-Hispanic" -0.27 5 9 1 2 1.6 1.75 1 79 0.01 3.46410161513775 "179"
"51040" "female" "white, non-Hispanic" -0.27 5 9 1 2 1.6 1.75 1 79 0.8 5.91607978309962 "179"
"72449" "female" "white, non-Hispanic" -0.27 5 9 1 2 1.6 1.75 1 79 1.01 7.74596669241483 "179"
"93858" "female" "white, non-Hispanic" -0.27 5 9 1 2 1.6 1.75 1 79 1.57 9.74679434480896 "179"
"8235" "female" "white, non-Hispanic" 0.32 4 4 1.25 2 2.8 2.5 1 72 -0.6 0 "180"
"29644" "female" "white, non-Hispanic" 0.32 4 4 1.25 2 2.8 2.5 1 72 0.04 3.46410161513775 "180"
"51053" "female" "white, non-Hispanic" 0.32 4 4 1.25 2 2.8 2.5 1 72 0.71 6 "180"
"72462" "female" "white, non-Hispanic" 0.32 4 4 1.25 2 2.8 2.5 1 72 0.93 7.74596669241483 "180"
"93871" "female" "white, non-Hispanic" 0.32 4 4 1.25 2 2.8 2.5 1 72 1.29 9.74679434480896 "180"
"8237" "male" "white, non-Hispanic" -0.23 7 3 1.75 1 3 3 1 69 -0.26 0 "181"
"29646" "male" "white, non-Hispanic" -0.23 7 3 1.75 1 3 3 1 69 0.56 3.46410161513775 "181"
"51055" "male" "white, non-Hispanic" -0.23 7 3 1.75 1 3 3 1 69 1 6 "181"
"72464" "male" "white, non-Hispanic" -0.23 7 3 1.75 1 3 3 1 69 1.22 7.74596669241483 "181"
"93873" "male" "white, non-Hispanic" -0.23 7 3 1.75 1 3 3 1 69 1.59 9.8488578017961 "181"
"8238" "male" "white, non-Hispanic" -0.1 6 5 1.5 1 3 3.25 1 75 -0.48 0 "182"
"29647" "male" "white, non-Hispanic" -0.1 6 5 1.5 1 3 3.25 1 75 0.15 3.46410161513775 "182"
"51056" "male" "white, non-Hispanic" -0.1 6 5 1.5 1 3 3.25 1 75 0.8 6 "182"
"72465" "male" "white, non-Hispanic" -0.1 6 5 1.5 1 3 3.25 1 75 0.87 7.81024967590665 "182"
"93874" "male" "white, non-Hispanic" -0.1 6 5 1.5 1 3 3.25 1 75 1.5 9.79795897113271 "182"
"8305" "female" "black or African American non-Hispanic" -0.61 6 8 1 1.4 3.2 3.5 1 73 -0.62 0 "183"
"29714" "female" "black or African American non-Hispanic" -0.61 6 8 1 1.4 3.2 3.5 1 73 0 3.46410161513775 "183"
"51123" "female" "black or African American non-Hispanic" -0.61 6 8 1 1.4 3.2 3.5 1 73 1 6 "183"
"72532" "female" "black or African American non-Hispanic" -0.61 6 8 1 1.4 3.2 3.5 1 73 1.53 7.74596669241483 "183"
"93941" "female" "black or African American non-Hispanic" -0.61 6 8 1 1.4 3.2 3.5 1 73 1.29 9.74679434480896 "183"
"8449" "female" "white, non-Hispanic" 1.73 3 4 2.25 2 2.8 2.25 1 71 -0.82 0 "184"
"29858" "female" "white, non-Hispanic" 1.73 3 4 2.25 2 2.8 2.25 1 71 0.39 3.60555127546399 "184"
"51267" "female" "white, non-Hispanic" 1.73 3 4 2.25 2 2.8 2.25 1 71 1.06 6.08276253029822 "184"
"72676" "female" "white, non-Hispanic" 1.73 3 4 2.25 2 2.8 2.25 1 71 1.39 7.61577310586391 "184"
"94085" "female" "white, non-Hispanic" 1.73 3 4 2.25 2 2.8 2.25 1 71 1.74 9.74679434480896 "184"
"8457" "female" "white, non-Hispanic" -0.07 8 3 2.25 3.6 2.2 2 1 67 -0.75 0 "185"
"29866" "female" "white, non-Hispanic" -0.07 8 3 2.25 3.6 2.2 2 1 67 0.19 3.60555127546399 "185"
"51275" "female" "white, non-Hispanic" -0.07 8 3 2.25 3.6 2.2 2 1 67 0.65 6.08276253029822 "185"
"72684" "female" "white, non-Hispanic" -0.07 8 3 2.25 3.6 2.2 2 1 67 0.88 7.61577310586391 "185"
"94093" "female" "white, non-Hispanic" -0.07 8 3 2.25 3.6 2.2 2 1 67 1.02 9.74679434480896 "185"
"8590" "female" "white, non-Hispanic" 1.28 6 7 1.25 1.8 4 3 1 77 -0.43 0 "186"
"29999" "female" "white, non-Hispanic" 1.28 6 7 1.25 1.8 4 3 1 77 0.1 3.60555127546399 "186"
"51408" "female" "white, non-Hispanic" 1.28 6 7 1.25 1.8 4 3 1 77 1.1 6 "186"
"72817" "female" "white, non-Hispanic" 1.28 6 7 1.25 1.8 4 3 1 77 1.23 7.68114574786861 "186"
"94226" "female" "white, non-Hispanic" 1.28 6 7 1.25 1.8 4 3 1 77 1.81 9.74679434480896 "186"
"8600" "male" "white, non-Hispanic" 1.86 6 8 1.5 2 2.8 2.25 1 70 0.65 0 "187"
"30009" "male" "white, non-Hispanic" 1.86 6 8 1.5 2 2.8 2.25 1 70 0.83 3.60555127546399 "187"
"51418" "male" "white, non-Hispanic" 1.86 6 8 1.5 2 2.8 2.25 1 70 1.04 6 "187"
"72827" "male" "white, non-Hispanic" 1.86 6 8 1.5 2 2.8 2.25 1 70 1.37 7.68114574786861 "187"
"94236" "male" "white, non-Hispanic" 1.86 6 8 1.5 2 2.8 2.25 1 70 2.2 9.79795897113271 "187"
"8654" "male" "white, non-Hispanic" 1.94 8 6 2 2 2.4 2 1 70 0.24 0 "188"
"30063" "male" "white, non-Hispanic" 1.94 8 6 2 2 2.4 2 1 70 0.82 3.46410161513775 "188"
"51472" "male" "white, non-Hispanic" 1.94 8 6 2 2 2.4 2 1 70 1.36 5.91607978309962 "188"
"72881" "male" "white, non-Hispanic" 1.94 8 6 2 2 2.4 2 1 70 1.59 7.61577310586391 "188"
"94290" "male" "white, non-Hispanic" 1.94 8 6 2 2 2.4 2 1 70 1.76 9.74679434480896 "188"
"8659" "male" "white, non-Hispanic" 1.64 8 8 2.5 2 3 3 1 69 -0.69 0 "189"
"30068" "male" "white, non-Hispanic" 1.64 8 8 2.5 2 3 3 1 69 0.34 3.46410161513775 "189"
"51477" "male" "white, non-Hispanic" 1.64 8 8 2.5 2 3 3 1 69 1.01 5.91607978309962 "189"
"72886" "male" "white, non-Hispanic" 1.64 8 8 2.5 2 3 3 1 69 1.31 7.61577310586391 "189"
"94295" "male" "white, non-Hispanic" 1.64 8 8 2.5 2 3 3 1 69 1.59 9.74679434480896 "189"
"8669" "female" "Asian" 0.12 5 5 2 2.4 2.8 2.5 1 71 -1.1 0 "190"
"30078" "female" "Asian" 0.12 5 5 2 2.4 2.8 2.5 1 71 -0.37 3.46410161513775 "190"
"51487" "female" "Asian" 0.12 5 5 2 2.4 2.8 2.5 1 71 0.91 6 "190"
"72896" "female" "Asian" 0.12 5 5 2 2.4 2.8 2.5 1 71 1.01 7.61577310586391 "190"
"94305" "female" "Asian" 0.12 5 5 2 2.4 2.8 2.5 1 71 1.43 9.79795897113271 "190"
